bus,LMP,Load Cleared,Gen Cleared,Gen Cost,Gen Pmin,Gen Pmax
1,6.502721379334744,123.0,,,,
2,7.000000000000057,132.0,,,,
3,6.194586233195508,42.0,,,,
4,14.000000000000043,39.03017999746965,,,,
5,6.537432536619733,131.0,,,,
6,6.870927382170834,38.0,,,,
7,6.310863271765797,59.0,,,,
8,7.805733513575291,,20.0,13.0,20.0,890.0
9,6.880096882352433,122.0,,,,
10,-2.9999999999999716,,260.0,-3.0,0.0,1010.0
11,7.203094360574639,64.0,,,,
12,6.472400381857284,115.0,,,,
13,4.766354358238331,53.0,,,,
14,9.479366034683053,73.0,,,,
15,11.155247306288032,70.0,,,,
16,12.883005658187287,22.0,,,,
17,11.155247306288032,38.0,,,,
19,7.052014031807431,47.0,,,,
20,5.000000000000043,,702.4237862024207,5.0,0.0,1150.0
21,6.682102056132791,22.0,,,,
22,11.693107734612923,61.0,,,,
23,11.000000000000028,71.0,,,,
24,11.527229150829413,72.0,,,,
25,14.999999999999986,66.0,,,,
26,13.974853939368344,42.0,,,,
27,12.244488646067921,66.0,,,,
33,12.279932783592884,26.0,,,,
34,12.557250914034839,30.0,,,,
35,5.977537039796303,47.0,,,,
36,9.595429763337606,29.0,,,,
37,11.745793249470125,25.0,,,,
38,12.244700991282869,17.0,,,,
39,12.592105912351869,58.0,,,,
40,12.279890461967227,29.0,,,,
41,12.226466428198165,41.0,,,,
42,12.592105912351869,40.0,,,,
43,12.959779706851052,83.0,,,,
44,13.355117289075977,73.0,,,,
45,13.300691829414305,112.0,,,,
46,12.650470203433017,37.0,,,,
47,14.391489659936312,57.0,,,,
48,13.560675679704715,49.0,,,,
49,12.009709869834865,65.0,,,,
51,12.214961508291012,62.0,,,,
52,12.432192141953337,31.0,,,,
53,12.969078604040376,63.0,,,,
54,13.000000000000014,13.679274335706388,,,,
55,12.5978249554354,46.0,,,,
57,12.154740739154434,47.0,,,,
58,12.037781328538117,41.0,,,,
59,12.000000000000028,35.87799428350656,,,,
60,13.951870784929682,72.0,,,,
61,11.975604464039591,41.0,,,,
62,11.888955145997286,62.0,,,,
63,-3.9999999999999716,,338.0,-4.0,0.0,1450.0
64,11.929199325812093,64.0,,,,
69,9.71402949994642,92.0,,,,
70,12.126751762197188,57.0,,,,
71,12.126751762197188,94.0,,,,
72,6.486099053322121,120.0,,,,
73,16.3873954231192,36.0,,,,
74,13.990918569953848,50.0,,,,
76,-9.999999999999972,,656.0822361536315,-10.0,0.0,1090.0
77,3.4832314026166387,89.0,,,,
78,4.485356175123314,37.0,,,,
79,8.171673272379422,108.0,,,,
80,5.278561775577202,49.0,,,,
81,11.506431295202034,77.0,,,,
84,-9.999999999999972,,230.00000000000003,-10.0,0.0,1090.0
85,12.442513289605117,40.0,,,,
86,11.67829877910269,36.0,,,,
87,9.681450148854381,46.0,,,,
88,11.678531709191404,50.0,,,,
89,11.621015625648724,72.0,,,,
90,7.576799006351536,103.0,,,,
91,11.780844309083605,,40.0,13.0,40.0,1550.0
92,-0.9999999999999574,,421.4298184513828,-1.0,0.0,1180.0
94,10.200469928205933,27.0,,,,
97,12.372134366210616,47.0,,,,
98,12.000000000000028,,260.0,12.0,10.0,900.0
99,13.014237763729838,57.0,,,,
100,12.226142903559051,45.0,,,,
102,12.142948472955112,33.0,,,,
103,14.555703655518258,40.0,,,,
104,12.421867444354021,65.0,,,,
105,15.948442622325743,26.0,,,,
107,14.221386793210868,28.0,,,,
108,6.000000000000028,,342.0,6.0,0.0,1430.0
109,13.82297606249081,11.0,,,,
110,13.889954041766956,62.0,,,,
112,14.000000000000014,79.90797294391884,,,,
113,14.216325509383225,36.0,,,,
114,14.0105440480299,67.0,,,,
115,9.38941146302058,40.0,,,,
116,9.000000000000043,51.80631885351854,,,,
117,13.145172103527571,34.0,,,,
118,13.286053062489017,54.0,,,,
119,-3.9999999999999574,,528.6687525486199,-4.0,0.0,1300.0
120,6.018047635461215,40.0,,,,
121,8.000000000000043,115.73549122430133,,,,
122,10.378332439522936,60.0,,,,
123,9.942988246414771,95.0,,,,
124,9.000000000000014,,429.5029253948866,9.0,0.0,1240.0
125,10.921392810229491,,40.0,14.0,40.0,1290.0
126,11.086212123426478,128.0,,,,
127,11.053120086725599,39.0,,,,
128,11.063124778686316,63.0,,,,
129,11.067214987328285,67.0,,,,
130,11.319681612466454,79.0,,,,
131,11.352975162649585,53.0,,,,
132,11.305868718083573,60.0,,,,
133,11.000000000000028,66.0,,,,
134,11.015746599097326,65.0,,,,
135,10.988601001562174,51.0,,,,
136,10.923120014968546,58.0,,,,
137,10.844870857722597,31.0,,,,
138,10.844870857722597,,40.0,13.0,40.0,1540.0
139,8.433774893560397,102.0,,,,
140,8.44503778090504,33.0,,,,
141,7.576499972557812,,0.0,9.0,0.0,1040.0
142,13.317067783464253,47.0,,,,
143,-1.9999999999999432,,447.1386468299736,-2.0,0.0,1090.0
144,11.986889520465283,68.0,,,,
145,1.5585439066852587,111.0,,,,
146,4.000000000000028,,290.88334624059223,4.0,0.0,1040.0
147,4.562800562488533,,10.0,11.0,10.0,1340.0
148,1.778122133070795,145.0,,,,
149,-3.999999999999986,,260.0,-4.0,0.0,1140.0
150,11.485362994789881,26.0,,,,
151,11.316365592997727,69.0,,,,
152,-3.9999999999999716,,260.0,-4.0,0.0,1270.0
153,12.000000000000014,,56.0,12.0,20.0,1420.0
154,11.990570786489045,84.0,,,,
155,11.982034618543636,57.0,,,,
156,-7.999999999999972,,260.0,-8.0,0.0,1460.0
157,11.353294173543404,49.0,,,,
